,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,num_voxels,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
93,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,-0.41154377988017554,0.29618275762241114,0.20004769553167698,14.333333333333334,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
94,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,0.7864265954527889,0.2890572343500584,0.07361085697155628,209.0,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
95,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,0.007445078741923776,0.2932844226018514,0.06883366068682555,110.66666666666667,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
96,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR,NA,4.755370687701142,0.5702789418754123,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
97,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR,NA,4.102895352125915,0.28369808026291127,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
98,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP,NA,4.755370687701142,0.6487545499915168,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
99,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP,NA,4.102895352125915,0.29458840213930265,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
100,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext,NA,4.755370687701142,0.5589343158404033,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
101,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext,NA,4.102895352125915,0.28300504003876764,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
102,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,L,MT,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,4.755370687701142,0.6402139010883513,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
103,sub-07,SIpointlights,SIpointlights,interact&no_interact,interact,R,MT,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,4.102895352125915,0.30081610870056386,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
104,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,L,MT,SimCLR,NA,5.603677077212062,0.5702789418754123,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
105,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,R,MT,SimCLR,NA,4.437643294310096,0.28369808026291127,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
106,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,L,MT,SimCLR_SLIP,NA,5.603677077212062,0.6487545499915168,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
107,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,R,MT,SimCLR_SLIP,NA,4.437643294310096,0.29458840213930265,0.10257256430603341,154.33333333333334,0.8972868217054263,9.821116156746157,"12,23,13","3,1,2"
108,sub-07,SIpointlights,SIpointlights,interact&no_interact,no_interact,L,MT,SimCLR_SLIP_SLIPtext,NA,5.603677077212062,0.5589343158404033,0.15465718246641613,17.666666666666668,0.10271317829457365,9.821116156746157,"12,23,13","3,1,2"
