,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
63,sub-06,SIpointlights,SIpointlights,interact&no_interact,no_interact,R,MT,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,3.789692568323453,0.1977608050521623,0.10052911195173271,0.6821705426356589,10.203935288256188,"12,23,13","3,1,2"
64,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,1.935021737686106,0.03714307807690582,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
65,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,1.935021737686106,0.028540311597464906,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
66,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,1.935021737686106,0.1280243504828659,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
67,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,1.935021737686106,0.13510863739382295,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
68,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,0.44372329487669554,0.07519524963901218,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
69,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,0.44372329487669554,0.04802254003149489,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
70,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,0.44372329487669554,0.08494029251735573,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
71,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,0.44372329487669554,0.08653964112959955,0.20004769553167698,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
72,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,1.747921934868586,0.01910653202271984,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
73,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,1.747921934868586,0.0242712950846196,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
